STATE,Total_Population,Avg_AGI,Electric (EV),Plug-In Hybrid Electric (PHEV),Hybrid Electric (HEV),Biodiesel,Ethanol/Flex (E85),Compressed Natural Gas (CNG),Propane,Hydrogen,Methanol,Gasoline,Diesel,Unknown Fuel,Year,Rural VMT,Urban VMT,Total VMT,PADD_Region,Gasoline_Price,Median_Income,Fatality_Count
Alaska,7788980.0,4.5,500,300,5400,0,62000,3700,0,0,0,484900,41000,16100,2018,2276.520690035,3210.799304395,5487.3199944299995,West Coast (PADD 5),3.3,95440,80.0
Alaska,7788980.0,4.5,700,400,5800,0,64000,3200,0,0,0,473700,40100,14600,2019,2589.85610256,3291.447025075,5881.303127635,West Coast (PADD 5),3.337,82450,67.0
Alaska,7788980.0,4.5,900,400,6200,0,64000,2700,0,0,0,460900,39600,11400,2020,2482.95744,2822.93111,5305.88855,West Coast (PADD 5),2.82,92670,64.0
Alaska,7788980.0,4.5,1300,500,7300,7600,50100,100,0,0,0,464200,31700,6300,2021,2682.07237,3070.11528,5752.18765,West Coast (PADD 5),3.7,87440,70.0
Alaska,7788980.0,4.5,2700,900,10600,9600,46800,0,0,0,0,454300,29800,5100,2023,"         2,467 ","         3,150 ","           5,617 ",West Coast (PADD 5),4.513,93310,76.51724137931035
Alaska,7788980.0,4.5,2000,700,9000,8700,48600,0,0,0,0,457100,30500,5500,2022,2406.10348,3072,"            5,478 ",West Coast (PADD 5),4.952,90850,82.0
Alabama,47258650.0,4.5,1300,1500,31800,0,509500,17000,0,0,0,3733700,135900,46000,2018,28788.27199398,42378.934759875,71167.206753855,Gulf Coast (PADD 3),2.446,62250,953.0
Alabama,47258650.0,4.5,2000,1800,33700,0,543900,15900,0,0,0,3806700,144900,44300,2019,29011.352422055003,42723.27538845,71734.627810505,Gulf Coast (PADD 3),2.283,59900,930.0
Alabama,47258650.0,4.5,2900,2100,36300,0,567600,15100,0,0,0,3863500,154100,41600,2020,27813.55132,40107.94552,67921.49684,Gulf Coast (PADD 3),1.851,66430,934.0
Alabama,47258650.0,4.5,4700,3300,42500,40500,449500,500,100,0,0,4051000,123500,32000,2021,29164.42232,42727.60904,71892.03136,Gulf Coast (PADD 3),2.692,63980,983.0
Alabama,47258650.0,4.5,13000,5800,63300,54200,441200,100,100,0,0,4102200,127000,29000,2023,"       29,230 ","       43,058 ","         72,289 ",Gulf Coast (PADD 3),3.091,62290,1005.9655172413793
Alabama,47258650.0,4.5,8700,4400,50800,48100,449800,100,100,0,0,4077100,126100,30300,2022,29140.51428,42490,"          71,631 ",Gulf Coast (PADD 3),3.517,63750,988.0
Arkansas,28459530.0,4.5,600,800,20300,0,370600,9200,0,0,0,2070200,101700,18100,2018,17787.340513494997,18887.968533320003,36675.309046815004,Gulf Coast (PADD 3),2.446,60880,520.0
Arkansas,28459530.0,4.5,900,1000,21100,0,383000,8000,0,0,0,2059000,105200,16700,2019,17945.277779255,19153.74203867,37099.019817925,Gulf Coast (PADD 3),2.283,59720,511.0
Arkansas,28459530.0,4.5,1300,1100,22400,0,392800,7200,0,0,0,2093700,111100,15700,2020,16305.24715,17613.51477,33918.76191,Gulf Coast (PADD 3),1.851,64470,651.0
Arkansas,28459530.0,4.5,2400,1800,26100,28700,290200,300,0,0,0,2241600,88800,11000,2021,19258.96907,19167.8367,38426.80577,Gulf Coast (PADD 3),2.692,59400,692.0
Arkansas,28459530.0,4.5,7100,3200,37000,37000,276700,200,0,0,0,2246100,90700,10300,2023,"       18,855 ","       20,246 ","         39,101 ",Gulf Coast (PADD 3),3.091,56120,601.9655172413793
Arkansas,28459530.0,4.5,5100,2500,30600,33300,283900,200,0,0,0,2229500,89700,10600,2022,18488.5605,20042,"          38,530 ",Gulf Coast (PADD 3),3.517,56870,643.0
Arizona,72485590.0,4.5,12600,7700,102000,0,533600,15500,0,0,0,5061900,196300,103700,2018,16342.948480849998,49801.562724510004,66144.51120536,West Coast (PADD 5),3.3,73060,1011.0
Arizona,72485590.0,4.5,19500,9600,108100,0,571500,14300,0,0,0,5186900,208800,99000,2019,16689.928833665,53590.717634595,70280.64646826,West Coast (PADD 5),3.337,74710,979.0
Arizona,72485590.0,4.5,28800,11200,115400,0,584800,13800,0,0,0,5202200,226000,103400,2020,15767.88222,49990.3969,65758.27912,West Coast (PADD 5),2.82,83540,1053.0
Arizona,72485590.0,4.5,40700,15500,132200,51000,460400,900,900,0,0,5395300,191800,70500,2021,17619.57538,56140.3803,73759.95568,West Coast (PADD 5),3.7,78480,1192.0
Arizona,72485590.0,4.5,89800,25600,175700,68600,437100,600,700,0,0,5469000,197700,64200,2023,"       18,119 ","       57,178 ","         75,297 ",West Coast (PADD 5),4.513,76370,1002.5862068965517
Arizona,72485590.0,4.5,65800,20400,150800,61200,446000,600,800,0,0,5476100,198700,70100,2022,17900.15315,58259,"          76,159 ",West Coast (PADD 5),4.952,79310,1302.0
California,412840200.0,4.5,273500,215000,1085300,0,1615200,77700,0,9400,300,28646700,761600,129800,2018,58432.196126955,290363.51732941007,348795.71345636505,West Coast (PADD 5),3.3,85710,3798.0
California,412840200.0,4.5,349700,247300,1154200,0,1698700,76200,0,12700,300,29210100,785800,136900,2019,56480.47497096001,284355.77654788503,340836.25151884503,West Coast (PADD 5),3.337,84560,3719.0
California,412840200.0,4.5,425300,265500,1228700,0,1745100,75300,0,14000,300,29642700,825900,116700,2020,55380.9434,244430.73966,299811.68307,West Coast (PADD 5),2.82,92330,3980.0
California,412840200.0,4.5,563100,315300,1355900,163600,1343200,12600,1500,11800,0,30512600,710500,10400,2021,58381.06804,252441.65787,310822.72591,West Coast (PADD 5),3.7,90840,4513.0
California,412840200.0,4.5,1256600,410700,1703200,201600,1314600,10100,1500,16900,0,31191900,735300,7900,2023,"       59,682 ","     256,930 ","       316,612 ",West Coast (PADD 5),4.513,88690,3746.344827586207
California,412840200.0,4.5,903600,361100,1514000,183900,1338000,10300,1500,14900,0,31059000,725300,8200,2022,60266.79194,254977,"        315,244 ",West Coast (PADD 5),4.952,91350,4428.0
Colorado,63277240.0,4.5,12500,7400,84700,0,420500,13500,0,0,0,4278900,236200,78200,2018,15894.22210635,38059.385397399994,53953.60750375,Rocky Mountain (PADD 4),2.775,91760,632.0
Colorado,63277240.0,4.5,19200,9300,92400,0,447700,12600,0,0,0,4347900,246700,73600,2019,16215.9583388,38417.5961711,54633.5545099,Rocky Mountain (PADD 4),2.646,87610,597.0
Colorado,63277240.0,4.5,24700,10800,96500,0,447000,11400,0,0,0,4263300,249700,89600,2020,15040.15321,33601.8934,48642.0466,Rocky Mountain (PADD 4),2.248,85700,622.0
Colorado,63277240.0,4.5,37000,16100,113600,53800,346700,600,100,0,0,4456600,208400,53500,2021,16723.07476,37116.63149,53839.70626,Rocky Mountain (PADD 4),3.177,98010,691.0
Colorado,63277240.0,4.5,90100,37500,152700,68100,334300,300,100,0,0,4508800,203400,46500,2023,"       17,161 ","       37,494 ","         54,654 ",Rocky Mountain (PADD 4),3.597,93510,598.1724137931035
Colorado,63277240.0,4.5,59900,24000,131800,62100,346400,300,100,0,0,4506300,206800,49400,2022,16814.29542,37121,"          53,935 ",Rocky Mountain (PADD 4),3.983,95130,764.0
Connecticut,39813850.0,4.5,5000,5200,45100,0,188100,2500,0,0,0,2643300,54000,28200,2018,3158.971345,28436.733983,31595.705327999996,New England (PADD 1A),2.742,90930,293.0
Connecticut,39813850.0,4.5,6900,5700,47400,0,196800,2300,0,0,0,2632800,53100,27700,2019,3188.6883675,28412.159987999996,31600.848355499995,New England (PADD 1A),2.574,87340,249.0
Connecticut,39813850.0,4.5,9000,6200,49600,0,199300,2000,0,0,0,2577600,53000,26100,2020,2936.49632,26908.44194,29844.93826,New England (PADD 1A),2.145,103200,299.0
Connecticut,39813850.0,4.5,13300,9200,55400,8800,140700,400,0,0,0,2578400,44300,21500,2021,2858.19619,26130.34642,28988.54262,New England (PADD 1A),2.956,92930,303.0
Connecticut,39813850.0,4.5,31600,18400,75300,10900,133600,100,0,0,0,2612600,42300,20900,2023,"         3,113 ","       27,389 ","         30,503 ",New England (PADD 1A),3.47,94340,296.2068965517241
Connecticut,39813850.0,4.5,22000,13100,64500,10100,139800,200,0,0,0,2636300,44100,21200,2022,3007.70311,26659,"          29,666 ",New England (PADD 1A),3.982,90660,359.0
District of Columbia,7719440.0,4.5,1100,1000,13900,0,23500,200,0,0,0,291000,2600,1100,2018,0.0,3690.67797093,3690.67797093,Central Atlantic (PADD 1B),2.799,99470,
District of Columbia,7719440.0,4.5,1800,1300,13700,0,22500,200,0,0,0,286300,2400,1100,2019,0.0,3756.0697547099994,3756.0697547099994,Central Atlantic (PADD 1B),2.656,102900,
District of Columbia,7719440.0,4.5,2400,1600,14300,0,21900,200,0,0,0,274400,2300,1200,2020,0.0,3030.47397,3030.47397,Central Atlantic (PADD 1B),2.282,110100,
District of Columbia,7719440.0,4.5,3700,2500,16100,300,17400,100,0,0,0,278900,2100,600,2021,0.0,3247.77543,3247.77543,Central Atlantic (PADD 1B),3.07,103200,
District of Columbia,7719440.0,4.5,8100,3700,18100,400,16800,100,0,0,0,262500,1800,600,2023, -,"         3,481 ","           3,481 ",Central Atlantic (PADD 1B),3.562,105700,
District of Columbia,7719440.0,4.5,5900,3200,17200,400,17800,100,0,0,0,272200,2000,600,2022,0.0,3421,"            3,421 ",Central Atlantic (PADD 1B),4.033,101500,
Delaware,10795210.0,4.5,800,1200,12300,0,80700,1200,0,0,0,758500,17000,6900,2018,2469.5994439,7709.78436255,10179.38380645,Central Atlantic (PADD 1B),2.799,79500,111.0
Delaware,10795210.0,4.5,1300,1300,13200,0,85500,1000,0,0,0,768600,17200,6800,2019,2527.2577967499997,7717.901119399999,10245.158916149998,Central Atlantic (PADD 1B),2.656,77990,132.0
Delaware,10795210.0,4.5,1900,1500,14800,0,89700,1000,0,0,0,780600,17900,6600,2020,2021.04094,6324.18867,8345.22961,Central Atlantic (PADD 1B),2.282,87700,116.0
Delaware,10795210.0,4.5,3000,2000,16700,4100,67400,100,0,0,0,796400,14600,5300,2021,2834.93625,7317.48821,10152.42445,Central Atlantic (PADD 1B),3.07,81920,136.0
Delaware,10795210.0,4.5,8400,3800,22900,5100,63900,0,0,0,0,791300,14200,5100,2023,"         2,525 ","         7,192 ","           9,718 ",Central Atlantic (PADD 1B),3.562,83960,122.89655172413794
Delaware,10795210.0,4.5,5400,2800,19500,4700,66200,0,0,0,0,795400,14500,5100,2022,2623.41821,7249,"            9,872 ",Central Atlantic (PADD 1B),4.033,76920,162.0
Florida,236504760.0,4.5,27400,17400,226900,0,1423900,15500,0,0,0,14541500,386500,135600,2018,36742.04892791,185073.69172737998,221815.74065528996,Lower Atlantic (PADD 1C),2.563,64960,3135.0
Florida,236504760.0,4.5,40300,20400,235300,0,1486600,14200,0,0,0,14726700,408500,139200,2019,37531.031291725005,188983.3848357,226514.416127425,Lower Atlantic (PADD 1C),2.41,65550,3185.0
Florida,236504760.0,4.5,58200,22400,248500,0,1513000,13100,0,0,0,14925500,433700,127300,2020,35241.01806,172834.90083,208075.91888,Lower Atlantic (PADD 1C),2.012,69000,3329.0
Florida,236504760.0,4.5,95600,32200,287000,129300,1154600,600,100,0,0,15595900,336900,97400,2021,37740.50885,179825.86809,217566.37694,Lower Atlantic (PADD 1C),2.833,67570,3741.0
Florida,236504760.0,4.5,254900,57300,414500,170500,1101100,400,100,0,0,16136500,351800,96100,2023,"       41,896 ","     197,293 ","       239,188 ",Lower Atlantic (PADD 1C),3.279,67960,2975.344827586207
Florida,236504760.0,4.5,168000,45800,338700,150900,1137200,400,100,0,0,15846500,343500,97200,2022,40044.1383,187713,"        227,757 ",Lower Atlantic (PADD 1C),3.654,66890,3530.0
Georgia,106142760.0,4.5,15900,7000,97100,0,852500,23400,0,0,0,7500000,230100,104100,2018,32848.529615385,98607.00315996501,131455.53277535,Lower Atlantic (PADD 1C),2.563,70960,1505.0
Georgia,106142760.0,4.5,19000,8400,101800,0,890400,22000,0,0,0,7552700,237500,101800,2019,31809.861678575002,101317.79654395001,133127.658222525,Lower Atlantic (PADD 1C),2.41,66960,1492.0
Georgia,106142760.0,4.5,23500,9400,109000,0,919400,21000,0,0,0,7665100,252800,97600,2020,28983.82553,86983.00107,115966.8266,Lower Atlantic (PADD 1C),2.012,66940,1658.0
Georgia,106142760.0,4.5,34000,13600,128200,70200,745200,700,300,0,0,8123100,203200,81200,2021,30240.90849,90444.31557,120685.22407,Lower Atlantic (PADD 1C),2.833,69330,1809.0
Georgia,106142760.0,4.5,92400,22700,175300,92500,719400,300,200,0,0,8256400,206300,76900,2023,"       31,939 ","       94,401 ","       126,339 ",Lower Atlantic (PADD 1C),3.279,70420,1508.1379310344828
Georgia,106142760.0,4.5,60100,18100,147200,82500,745000,300,300,0,0,8204500,205900,78500,2022,43544.88249,85326,"        128,871 ",Lower Atlantic (PADD 1C),3.654,68860,1797.0
Hawaii,15469720.0,4.5,6600,2400,24800,0,52100,1100,0,0,0,969000,17800,6900,2018,1845.203164785,9041.564581999999,10886.767746784999,West Coast (PADD 5),3.3,90070,117.0
Hawaii,15469720.0,4.5,8800,2900,25800,0,55600,1000,0,0,0,970900,17900,6800,2019,1876.6682393,9147.336662165,11024.004901465,West Coast (PADD 5),3.337,96100,108.0
Hawaii,15469720.0,4.5,10700,3200,26400,0,52700,900,0,100,0,948300,18000,6000,2020,1466.72735,7318.63919,8785.36654,West Coast (PADD 5),2.82,104000,85.0
Hawaii,15469720.0,4.5,14200,4500,28800,2800,42200,100,0,0,0,968200,15700,4300,2021,1735.76462,8236.19912,9971.96374,West Coast (PADD 5),3.7,94560,94.0
